plant_group,genus,species,family,status,priority,collected by feb 2021
Bryophyte,Abietinella,abietina,Thuidiaceae,dtol,,
Bryophyte,Acaulon,mediterraneum,Pottiaceae,dtol,,
Bryophyte,Acaulon,muticum,Pottiaceae,dtol,,
Bryophyte,Acaulon,triquetrum,Pottiaceae,dtol,,
Bryophyte,Achrophyllum,dentatum,Daltoniaceae,dtol,,
Bryophyte,Acrobolbus,wilsonii,Acrobolbaceae,dtol_family_representative,yes,
Bryophyte,Adelanthus,lindenbergianus,Adelanthaceae,dtol_family_representative,yes,
Bryophyte,Aloina,aloides,Pottiaceae,dtol,,
Bryophyte,Aloina,ambigua,Pottiaceae,dtol,,
Bryophyte,Aloina,brevirostris,Pottiaceae,dtol,,
Bryophyte,Aloina,rigida,Pottiaceae,dtol,,
Bryophyte,Amblyodon,dealbatus,Meesiaceae,dtol,,
Bryophyte,Amblystegium,serpens,Amblystegiaceae,dtol,yes,
Bryophyte,Amphidium,lapponicum,Amphidiaceae,dtol_family_representative,yes,
Bryophyte,Amphidium,mougeotii,Amphidiaceae,dtol_family_representative,yes,yes
Bryophyte,Anastrepta,orcadensis,Anastrophyllaceae,dtol,yes,
Bryophyte,Anastrophyllum,alpinum,Anastrophyllaceae,dtol_family_representative,yes,
Bryophyte,Anastrophyllum,donnianum,Anastrophyllaceae,dtol_family_representative,yes,
Bryophyte,Anastrophyllum,hellerianum,Anastrophyllaceae,dtol,,
Bryophyte,Anastrophyllum,joergensenii,Anastrophyllaceae,dtol,,
Bryophyte,Andreaea,hookeri,Andreaeaceae,dtol_family_representative,,
Bryophyte,Andreaea,nivalis,Andreaeaceae,dtol_family_representative,,
Bryophyte,Andreaea,alpestris,Andreaeaceae,dtol,,
Bryophyte,Andreaea,blyttii,Andreaeaceae,dtol,,
Bryophyte,Andreaea,frigida,Andreaeaceae,dtol,,
Bryophyte,Andreaea,megistospora,Andreaeaceae,dtol,,
Bryophyte,Andreaea,mutabilis,Andreaeaceae,dtol,,
Bryophyte,Andreaea,rothii,Andreaeaceae,dtol,yes,
Bryophyte,Andreaea,rupestris,Andreaeaceae,dtol,yes,
Bryophyte,Andreaea,sinuosa,Andreaeaceae,dtol,,
Bryophyte,Aneura,pinguis,Aneuraceae,dtol_family_representative,yes,
Bryophyte,Aneura,mirabilis,Aneuraceae,dtol,yes,
Bryophyte,Anoectangium,aestivum,Pottiaceae,dtol,,
Bryophyte,Anomodon,longifolius,Anomodontaceae,dtol_family_representative,yes,
Bryophyte,Anomodon,viticulosus,Anomodontaceae,dtol_family_representative,yes,yes
Bryophyte,Anthelia,julacea,Antheliaceae,dtol_family_representative,yes,
Bryophyte,Anthelia,juratzkana,Antheliaceae,dtol_family_representative,yes,
Bryophyte,Anthoceros,agrestis,Anthocerotaceae,dtol_family_representative,yes,
Bryophyte,Anthoceros,punctatus,Anthocerotaceae,dtol_family_representative,yes,
Bryophyte,Antitrichia,curtipendula,Antitrichiaceae,dtol_family_representative,yes,
Bryophyte,Aongstroemia,longipes,Aongstroemiaceae,dtol,,
Bryophyte,Aplodon,wormskioldii,Splachnaceae,dtol,,
Bryophyte,Archidium,alternifolium,Archidiaceae,dtol_family_representative,yes,
Bryophyte,Arctoa,anderssonii,Rhabdoweisiaceae,dtol,,
Bryophyte,Arctoa,fulvella,Rhabdoweisiaceae,dtol,,
Bryophyte,Atrichum,angustatum,Polytrichaceae,dtol,,
Bryophyte,Atrichum,crispum,Polytrichaceae,dtol,,
Bryophyte,Atrichum,flavisetum,Polytrichaceae,dtol,,
Bryophyte,Atrichum,tenellum,Polytrichaceae,dtol,,
Bryophyte,Atrichum,undulatum,Polytrichaceae,dtol,,yes
Bryophyte,Aulacomnium,palustre,Aulacomniaceae,dtol_family_representative,yes,yes
Bryophyte,Aulacomnium,turgidum,Aulacomniaceae,dtol_family_representative,yes,
Bryophyte,Aulacomnium,androgynum,Aulacomniaceae,dtol,,
Bryophyte,Neoorthocaulis,floerkei,Anastrophyllaceae,dtol,,yes
Bryophyte,Barbilophozia,barbata,Anastrophyllaceae,dtol,,
Bryophyte,Barbilophozia,hatcheri,Anastrophyllaceae,dtol,,
Bryophyte,Barbilophozia,kunzeana,Anastrophyllaceae,dtol,,
Bryophyte,Barbilophozia,lycopodioides,Anastrophyllaceae,dtol,,
Bryophyte,Barbilophozia,quadriloba,Anastrophyllaceae,dtol,,
Bryophyte,Barbilophozia,sudetica,Anastrophyllaceae,dtol,,
Bryophyte,Barbula,unguiculata,Pottiaceae,dtol,,
Bryophyte,Bartramia,aprica,Bartramiaceae,dtol,,
Bryophyte,Bartramia,halleriana,Bartramiaceae,dtol,,
Bryophyte,Bartramia,ithyphylla,Bartramiaceae,dtol,,
Bryophyte,Bartramia,pomiformis,Bartramiaceae,dtol,yes,
Bryophyte,Bazzania,tricrenata,Lepidoziaceae,dtol_family_representative,yes,
Bryophyte,Bazzania,pearsonii,Lepidoziaceae,dtol,yes,
Bryophyte,Bazzania,trilobata,Lepidoziaceae,dtol,,
Bryophyte,Biantheridion,undulifolium,Anastrophyllaceae,dtol,,
Bryophyte,Blasia,pusilla,Blasiaceae,dtol_family_representative,yes,
Bryophyte,Blepharostoma,trichophyllum,Blepharostomataceae,dtol_family_representative,yes,
Bryophyte,Blindia,acuta,Seligeriaceae,dtol_family_representative,yes,
Bryophyte,Blindia,caespiticia,Seligeriaceae,dtol,,
Bryophyte,Blindiadelphus,campylopodus,Seligeriaceae,dtol,,
Bryophyte,Blindiadelphus,diversifolius,Seligeriaceae,dtol,,
Bryophyte,Blindiadelphus,recurvatus,Seligeriaceae,dtol,,
Bryophyte,Brachydontium,trichodes,Ptychomitriaceae,dtol,,
Bryophyte,Brachytheciastrum,trachypodium,Brachytheciaceae,dtol,,
Bryophyte,Brachytheciastrum,velutinum,Brachytheciaceae,dtol,,
Bryophyte,Brachythecium,albicans,Brachytheciaceae,dtol,,
Bryophyte,Brachythecium,cirrosum,Brachytheciaceae,dtol,,
Bryophyte,Brachythecium,erythrorrhizon,Brachytheciaceae,dtol,,
Bryophyte,Brachythecium,glareosum,Brachytheciaceae,dtol,,
Bryophyte,Brachythecium,mildeanum,Brachytheciaceae,dtol,,
Bryophyte,Brachythecium,rivulare,Brachytheciaceae,dtol,yes,
Bryophyte,Brachythecium,rutabulum,Brachytheciaceae,dtol,,
Bryophyte,Brachythecium,salebrosum,Brachytheciaceae,dtol,,
Bryophyte,Braunia,imberbis,Hedwigiaceae,dtol,yes,
Bryophyte,Breutelia,chrysocoma,Bartramiaceae,dtol_family_representative,,yes
Bryophyte,Bruchia,vogesiaca,Bruchiaceae,dtol_family_representative,yes,
Bryophyte,Bryoerythrophyllum,caledonicum,Pottiaceae,dtol,,
Bryophyte,Bryoerythrophyllum,ferruginascens,Pottiaceae,dtol,yes,
Bryophyte,Bryoerythrophyllum,recurvirostrum,Pottiaceae,dtol,,
Bryophyte,Bryum,alpinum,Bryaceae,dtol_family_representative,,yes
Bryophyte,Bryum,julaceum,Bryaceae,dtol_family_representative,,yes
Bryophyte,Bryum,algovicum,Bryaceae,dtol,,
Bryophyte,Bryum,apiculatum,Bryaceae,dtol,,
Bryophyte,Bryum,archangelicum,Bryaceae,dtol,,
Bryophyte,Bryum,arcticum,Bryaceae,dtol,,
Bryophyte,Bryum,argenteum,Bryaceae,dtol,,
Bryophyte,Bryum,bornholmense,Bryaceae,dtol,,
Bryophyte,Bryum,caespiticium,Bryaceae,dtol,,
Bryophyte,Bryum,calophyllum,Bryaceae,dtol,,
Bryophyte,Bryum,canariense,Bryaceae,dtol,yes,
Bryophyte,Bryum,capillare,Bryaceae,dtol,,
Bryophyte,Bryum,concinnatum,Bryaceae,dtol,,
Bryophyte,Bryum,creberrimum,Bryaceae,dtol,,
Bryophyte,Bryum,cyclophyllum,Bryaceae,dtol,,
Bryophyte,Bryum,demissum,Bryaceae,dtol,,
Bryophyte,Bryum,dichotomum,Bryaceae,dtol,,
Bryophyte,Bryum,dixonii,Bryaceae,dtol,,
Bryophyte,Bryum,donianum,Bryaceae,dtol,,
Bryophyte,Bryum,dyffrynense,Bryaceae,dtol,,
Bryophyte,Bryum,elegans,Bryaceae,dtol,,
Bryophyte,Bryum,gemmiferum,Bryaceae,dtol,,
Bryophyte,Bryum,gemmilucens,Bryaceae,dtol,,
Bryophyte,Bryum,intermedium,Bryaceae,dtol,,
Bryophyte,Bryum,klinggraeffii,Bryaceae,dtol,,
Bryophyte,Bryum,knowltonii,Bryaceae,dtol,,
Bryophyte,Bryum,kunzei,Bryaceae,dtol,,
Bryophyte,Bryum,marratii,Bryaceae,dtol,,
Bryophyte,Bryum,mildeanum,Bryaceae,dtol,,
Bryophyte,Bryum,moravicum,Bryaceae,dtol,,
Bryophyte,Bryum,muehlenbeckii,Bryaceae,dtol,,
Bryophyte,Bryum,pallens,Bryaceae,dtol,,
Bryophyte,Bryum,pallescens,Bryaceae,dtol,,
Bryophyte,Bryum,pseudotriquetrum,Bryaceae,dtol,yes,
Bryophyte,Bryum,pseudotriquetrum,Bryaceae,dtol,,
Bryophyte,Bryum,radiculosum,Bryaceae,dtol,,
Bryophyte,Bryum,riparium,Bryaceae,dtol,,
Bryophyte,Bryum,rubens,Bryaceae,dtol,,
Bryophyte,Bryum,ruderale,Bryaceae,dtol,,
Bryophyte,Bryum,salinum,Bryaceae,dtol,,
Bryophyte,Bryum,sauteri,Bryaceae,dtol,,
Bryophyte,Bryum,schleicheri,Bryaceae,dtol,,
Bryophyte,Bryum,subapiculatum,Bryaceae,dtol,,
Bryophyte,Bryum,tenuisetum,Bryaceae,dtol,,
Bryophyte,Bryum,torquescens,Bryaceae,dtol,,
Bryophyte,Bryum,turbinatum,Bryaceae,dtol,,
Bryophyte,Bryum,uliginosum,Bryaceae,dtol,,
Bryophyte,Bryum,valparaisense,Bryaceae,dtol,,
Bryophyte,Bryum,violaceum,Bryaceae,dtol,,
Bryophyte,Bryum,warneum,Bryaceae,dtol,,
Bryophyte,Bryum,weigelii,Bryaceae,dtol,,
Bryophyte,Bryum,zieri,Bryaceae,dtol,,
Bryophyte,Buckia,vaucheri,Pylaisiaceae,dtol,,
Bryophyte,Buxbaumia,aphylla,Buxbaumiaceae,dtol_family_representative,yes,
Bryophyte,Buxbaumia,viridis,Buxbaumiaceae,dtol_family_representative,yes,
Bryophyte,Calliergon,cordifolium,Calliergonaceae,dtol,yes,
Bryophyte,Calliergon,giganteum,Calliergonaceae,dtol,,
Bryophyte,Calliergonella,cuspidata,Pylaisiaceae,dtol_family_representative,yes,yes
Bryophyte,Calliergonella,lindbergii,Pylaisiaceae,dtol,,
Bryophyte,Calomnion,complanatum,Rhizogoniaceae,dtol_family_representative,,
Bryophyte,Calypogeia,fissa,Calypogeiaceae,dtol_family_representative,yes,
Bryophyte,Calypogeia,muelleriana,Calypogeiaceae,dtol_family_representative,yes,
Bryophyte,Calypogeia,arguta,Calypogeiaceae,dtol,,
Bryophyte,Calypogeia,azurea,Calypogeiaceae,dtol,,
Bryophyte,Calypogeia,integristipula,Calypogeiaceae,dtol,,
Bryophyte,Calypogeia,neesiana,Calypogeiaceae,dtol,,
Bryophyte,Calypogeia,sphagnicola,Calypogeiaceae,dtol,,
Bryophyte,Calypogeia,suecica,Calypogeiaceae,dtol,,
Bryophyte,Calyptrochaeta,apiculata,Daltoniaceae,dtol,,
Bryophyte,Campyliadelphus,chrysophyllus,Amblystegiaceae,dtol,,
Bryophyte,Campyliadelphus,elodes,Amblystegiaceae,dtol,,
Bryophyte,Campylium,bambergeri,Amblystegiaceae,dtol,,
Bryophyte,Campylium,protensum,Amblystegiaceae,dtol,,
Bryophyte,Campylium,stellatum,Amblystegiaceae,dtol,,yes
Bryophyte,Campylophyllopsis,calcarea,Amblystegiaceae,dtol,,
Bryophyte,Campylophyllum,halleri,Amblystegiaceae,dtol,,
Bryophyte,Campylopus,atrovirens,Leucobryaceae,dtol_family_representative,,yes
Bryophyte,Campylopus,brevipilus,Leucobryaceae,dtol,,
Bryophyte,Campylopus,flexuosus,Leucobryaceae,dtol,,
Bryophyte,Campylopus,fragilis,Leucobryaceae,dtol,,
Bryophyte,Campylopus,gracilis,Leucobryaceae,dtol,,
Bryophyte,Campylopus,introflexus,Leucobryaceae,dtol,,
Bryophyte,Campylopus,pilifer,Leucobryaceae,dtol,,
Bryophyte,Campylopus,pyriformis,Leucobryaceae,dtol,yes,
Bryophyte,Campylopus,schimperi,Leucobryaceae,dtol,,
Bryophyte,Campylopus,setifolius,Leucobryaceae,dtol,,
Bryophyte,Campylopus,shawii,Leucobryaceae,dtol,,
Bryophyte,Campylopus,subulatus,Leucobryaceae,dtol,,
Bryophyte,Campylostelium,saxicola,Ptychomitriaceae,dtol,,
Bryophyte,Catoscopium,nigritum,Catoscopiaceae,dtol_family_representative,yes,
Bryophyte,Cephalozia,bicuspidata,Cephaloziaceae,dtol_family_representative,yes,
Bryophyte,Cephalozia,albescens,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,ambigua,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,catenulata,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,connivens,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,crassifolia,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,curvifolia,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,leucantha,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,loitlesbergeri,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,lunulifolia,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,macrostachya,Cephaloziaceae,dtol,,
Bryophyte,Cephalozia,pleniceps,Cephaloziaceae,dtol,,
Bryophyte,Cephaloziella,divaricata,Cephaloziellaceae,dtol_family_representative,yes,
Bryophyte,Cephaloziella,baumgartneri,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,calyculata,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,dentata,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,elachista,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,hampeana,Cephaloziellaceae,dtol,yes,
Bryophyte,Cephaloziella,integerrima,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,massalongi,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,nicholsonii,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,rubella,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,spinigera,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,stellulifera,Cephaloziellaceae,dtol,,
Bryophyte,Cephaloziella,turneri,Cephaloziellaceae,dtol,,
Bryophyte,Ceratodon,conicus,Ditrichaceae,dtol,,
Bryophyte,Ceratodon,purpureus,Ditrichaceae,dtol,yes,
Bryophyte,Cheilothela,chloropus,Ditrichaceae,dtol,,
Bryophyte,Chenia,leptophylla,Pottiaceae,dtol,,
Bryophyte,Chiloscyphus,pallescens,Lophocoleaceae,dtol_family_representative,,
Bryophyte,Chiloscyphus,polyanthos,Lophocoleaceae,dtol,yes,
Bryophyte,Chionoloma,cylindrotheca,Pottiaceae,dtol,,
Bryophyte,Chionoloma,hibernicum,Pottiaceae,dtol,,
Bryophyte,Chionoloma,recurvifolium,Pottiaceae,dtol,,
Bryophyte,Chionoloma,tenuirostre,Pottiaceae,dtol,,
Bryophyte,Cinclidium,stygium,Mniaceae,dtol,,
Bryophyte,Cinclidotus,fontinaloides,Pottiaceae,dtol,,
Bryophyte,Cinclidotus,riparius,Pottiaceae,dtol,,
Bryophyte,Cirriphyllum,crassinervium,Brachytheciaceae,dtol,,
Bryophyte,Cirriphyllum,piliferum,Brachytheciaceae,dtol,,
Bryophyte,Clevea,hyalina,Cleveaceae,dtol_family_representative,yes,
Bryophyte,Climacium,dendroides,Climaciaceae,dtol_family_representative,yes,
Bryophyte,Codonoblepharon,forsteri,Orthotrichaceae,dtol,,
Bryophyte,Cololejeunea,calcarea,Lejeuneaceae,dtol,,
Bryophyte,Cololejeunea,microscopica,Lejeuneaceae,dtol,,
Bryophyte,Cololejeunea,rossettiana,Lejeuneaceae,dtol,,
Bryophyte,Colura,calyptrifolia,Lejeuneaceae,dtol,,
Bryophyte,Conardia,compacta,Amblystegiaceae,dtol,,
Bryophyte,Conocephalum,conicum,Conocephalaceae,dtol_family_representative,yes,yes
Bryophyte,Conocephalum,salebrosum,Conocephalaceae,dtol_family_representative,yes,
Bryophyte,Conostomum,tetragonum,Bartramiaceae,dtol,,
Bryophyte,Coscinodon,cribrosus,Grimmiaceae,dtol,,
Bryophyte,Cratoneuron,curvicaule,Amblystegiaceae,dtol,,
Bryophyte,Cratoneuron,filicinum,Amblystegiaceae,dtol,yes,
Bryophyte,Crossidium,squamiferum,Pottiaceae,dtol,,
Bryophyte,Cryphaea,heteromalla,Cryphaeaceae,dtol_family_representative,yes,
Bryophyte,Ctenidium,molluscum,Myuriaceae,dtol_family_representative,yes,yes
Bryophyte,Cyclodictyon,laetevirens,Pilotrichaceae,dtol_family_representative,yes,
Bryophyte,Cynodontium,bruntonii,Rhabdoweisiaceae,dtol,,
Bryophyte,Cynodontium,fallax,Rhabdoweisiaceae,dtol,,
Bryophyte,Cynodontium,jenneri,Rhabdoweisiaceae,dtol,,
Bryophyte,Cynodontium,polycarpon,Rhabdoweisiaceae,dtol,,
Bryophyte,Cynodontium,strumiferum,Rhabdoweisiaceae,dtol,,
Bryophyte,Cynodontium,tenellum,Rhabdoweisiaceae,dtol,,
Bryophyte,Daltonia,splachnoides,Daltoniaceae,dtol_family_representative,yes,
Bryophyte,Dendrocryphaea,lamyana,Cryphaeaceae,dtol,yes,
Bryophyte,Dialytrichia,mucronata,Pottiaceae,dtol,,
Bryophyte,Dialytrichia,saxicola,Pottiaceae,dtol,,
Bryophyte,Dichodontium,palustre,Aongstroemiaceae,dtol_family_representative,yes,yes
Bryophyte,Dichodontium,pellucidum,Aongstroemiaceae,dtol_family_representative,yes,
Bryophyte,Dichodontium,flavescens,Aongstroemiaceae,dtol,,
Bryophyte,Dicranella,heteromalla,Dicranellaceae,dtol_family_representative,yes,yes
Bryophyte,Dicranella,subulata,Dicranellaceae,dtol_family_representative,,
Bryophyte,Dicranella,cerviculata,Dicranellaceae,dtol,,
Bryophyte,Dicranella,crispa,Dicranellaceae,dtol,,
Bryophyte,Dicranella,grevilleana,Dicranellaceae,dtol,,
Bryophyte,Dicranella,howei,Dicranellaceae,dtol,,
Bryophyte,Dicranella,rufescens,Dicranellaceae,dtol,,
Bryophyte,Dicranella,schreberiana,Dicranellaceae,dtol,yes,
Bryophyte,Dicranella,staphylina,Dicranellaceae,dtol,,
Bryophyte,Dicranella,varia,Dicranellaceae,dtol,,
Bryophyte,Dicranodontium,asperulum,Leucobryaceae,dtol,,
Bryophyte,Dicranodontium,denudatum,Leucobryaceae,dtol,,
Bryophyte,Dicranodontium,subporodictyon,Leucobryaceae,dtol,,
Bryophyte,Dicranodontium,uncinatum,Leucobryaceae,dtol,,
Bryophyte,Dicranoloma,menziesii,Dicranaceae,dtol,,
Bryophyte,Dicranoweisia,cirrata,Rhabdoweisiaceae,dtol_family_representative,yes,
Bryophyte,Dicranum,majus,Dicranaceae,dtol_family_representative,,
Bryophyte,Dicranum,scoparium,Dicranaceae,dtol_family_representative,yes,yes
Bryophyte,Dicranum,bonjeanii,Dicranaceae,dtol,,
Bryophyte,Dicranum,elongatum,Dicranaceae,dtol,,
Bryophyte,Dicranum,flagellare,Dicranaceae,dtol,,
Bryophyte,Dicranum,flexicaule,Dicranaceae,dtol,,
Bryophyte,Dicranum,fuscescens,Dicranaceae,dtol,yes,
Bryophyte,Dicranum,leioneuron,Dicranaceae,dtol,,
Bryophyte,Dicranum,montanum,Dicranaceae,dtol,,
Bryophyte,Dicranum,polysetum,Dicranaceae,dtol,,
Bryophyte,Dicranum,scottianum,Dicranaceae,dtol,,
Bryophyte,Dicranum,spadiceum,Dicranaceae,dtol,,
Bryophyte,Dicranum,spurium,Dicranaceae,dtol,,
Bryophyte,Dicranum,tauricum,Dicranaceae,dtol,,
Bryophyte,Dicranum,undulatum,Dicranaceae,dtol,,
Bryophyte,Didymodon,insulanus,Pottiaceae,dtol_family_representative,,yes
Bryophyte,Didymodon,acutus,Pottiaceae,dtol,,
Bryophyte,Didymodon,australasiae,Pottiaceae,dtol,,
Bryophyte,Didymodon,cordatus,Pottiaceae,dtol,,
Bryophyte,Didymodon,fallax,Pottiaceae,dtol,,
Bryophyte,Didymodon,ferrugineus,Pottiaceae,dtol,,
Bryophyte,Didymodon,glaucus,Pottiaceae,dtol,,
Bryophyte,Didymodon,icmadophilus,Pottiaceae,dtol,,
Bryophyte,Didymodon,luridus,Pottiaceae,dtol,,
Bryophyte,Didymodon,maximus,Pottiaceae,dtol,,
Bryophyte,Didymodon,nicholsonii,Pottiaceae,dtol,,
Bryophyte,Didymodon,rigidulus,Pottiaceae,dtol,,
Bryophyte,Didymodon,sinuosus,Pottiaceae,dtol,,
Bryophyte,Didymodon,spadiceus,Pottiaceae,dtol,,
Bryophyte,Didymodon,tomaculosus,Pottiaceae,dtol,,
Bryophyte,Didymodon,tophaceus,Pottiaceae,dtol,,
Bryophyte,Didymodon,umbrosus,Pottiaceae,dtol,,
Bryophyte,Didymodon,vinealis,Pottiaceae,dtol,,
Bryophyte,Diphyscium,foliosum,Diphysciaceae,dtol_family_representative,yes,
Bryophyte,Diplophyllum,albicans,Scapaniaceae,dtol,yes,yes
Bryophyte,Diplophyllum,obtusifolium,Scapaniaceae,dtol,,
Bryophyte,Diplophyllum,taxifolium,Scapaniaceae,dtol,,
Bryophyte,Discelium,nudum,Disceliaceae,dtol_family_representative,yes,
Bryophyte,Distichium,capillaceum,Distichiaceae,dtol_family_representative,yes,
Bryophyte,Distichium,inclinatum,Distichiaceae,dtol,yes,
Bryophyte,Ditrichum,heteromallum,Ditrichaceae,dtol_family_representative,,
Bryophyte,Ditrichum,cornubicum,Ditrichaceae,dtol,,
Bryophyte,Ditrichum,lineare,Ditrichaceae,dtol,,
Bryophyte,Ditrichum,pallidum,Ditrichaceae,dtol,,
Bryophyte,Ditrichum,plumbicola,Ditrichaceae,dtol,,
Bryophyte,Ditrichum,pusillum,Ditrichaceae,dtol,,
Bryophyte,Ditrichum,subulatum,Ditrichaceae,dtol,,
Bryophyte,Ditrichum,zonatum,Ditrichaceae,dtol,,
Bryophyte,Douinia,ovata,Scapaniaceae,dtol,,
Bryophyte,Drepanocladus,aduncus,Amblystegiaceae,dtol,,
Bryophyte,Drepanocladus,lycopodioides,Amblystegiaceae,dtol,,
Bryophyte,Drepanocladus,polygamus,Amblystegiaceae,dtol,,
Bryophyte,Drepanocladus,sendtneri,Amblystegiaceae,dtol,,
Bryophyte,Drepanocladus,trifarius,Amblystegiaceae,dtol,,
Bryophyte,Drepanocladus,turgescens,Amblystegiaceae,dtol,,
Bryophyte,Drepanolejeunea,hamatifolia,Lejeuneaceae,dtol,,
Bryophyte,Dumortiera,hirsuta,Dumortieraceae,dtol_family_representative,yes,
Bryophyte,Encalypta,ciliata,Encalyptaceae,dtol_family_representative,,
Bryophyte,Encalypta,streptocarpa,Encalyptaceae,dtol_family_representative,yes,yes
Bryophyte,Encalypta,alpina,Encalyptaceae,dtol,,
Bryophyte,Encalypta,brevicolla,Encalyptaceae,dtol,,
Bryophyte,Encalypta,pilifera,Encalyptaceae,dtol,,
Bryophyte,Encalypta,rhaptocarpa,Encalyptaceae,dtol,,
Bryophyte,Encalypta,vulgaris,Encalyptaceae,dtol,yes,
Bryophyte,Endogemma,caespiticia,Endogemmaceae,dtol_family_representative,,
Bryophyte,Entodon,concinnus,Entodontaceae,dtol_family_representative,yes,
Bryophyte,Entosthodon,attenuatus,Funariaceae,dtol,,
Bryophyte,Entosthodon,fascicularis,Funariaceae,dtol,,
Bryophyte,Entosthodon,mouretii,Funariaceae,dtol,,
Bryophyte,Entosthodon,muhlenbergii,Funariaceae,dtol,,
Bryophyte,Entosthodon,obtusus,Funariaceae,dtol,,
Bryophyte,Entosthodon,pulchellus,Funariaceae,dtol,,
Bryophyte,Ephemerum,cohaerens,Pottiaceae,dtol,,
Bryophyte,Ephemerum,crassinervium,Pottiaceae,dtol,,
Bryophyte,Ephemerum,minutissimum,Pottiaceae,dtol,,
Bryophyte,Ephemerum,recurvifolium,Pottiaceae,dtol,,
Bryophyte,Ephemerum,serratum,Pottiaceae,dtol,,
Bryophyte,Ephemerum,spinulosum,Pottiaceae,dtol,,
Bryophyte,Epipterygium,tozeri,Mniaceae,dtol,,
Bryophyte,Eremonotus,myriocarpus,Jungermanniaceae,dtol,,
Bryophyte,Eucladium,verticillatum,Pottiaceae,dtol,,
Bryophyte,Eurhynchiastrum,diversifolium,Brachytheciaceae,dtol,,
Bryophyte,Eurhynchium,striatum,Brachytheciaceae,dtol,,
Bryophyte,Fissidens,adianthoides,Fissidentaceae,dtol_family_representative,,
Bryophyte,Fissidens,osmundoides,Fissidentaceae,dtol_family_representative,,yes
Bryophyte,Fissidens,bryoides,Fissidentaceae,dtol,yes,
Bryophyte,Fissidens,celticus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,crassipes,Fissidentaceae,dtol,,
Bryophyte,Fissidens,crispus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,curvatus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,dubius,Fissidentaceae,dtol,,
Bryophyte,Fissidens,exilis,Fissidentaceae,dtol,,
Bryophyte,Fissidens,fontanus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,gracilifolius,Fissidentaceae,dtol,,
Bryophyte,Fissidens,incurvus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,monguillonii,Fissidentaceae,dtol,,
Bryophyte,Fissidens,polyphyllus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,pusillus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,rivularis,Fissidentaceae,dtol,,
Bryophyte,Fissidens,rufulus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,serrulatus,Fissidentaceae,dtol,,
Bryophyte,Fissidens,taxifolius,Fissidentaceae,dtol,yes,
Bryophyte,Fissidens,viridulus,Fissidentaceae,dtol,,
Bryophyte,Flexitrichum,flexicaule,Flexitrichaceae,dtol_family_representative,yes,
Bryophyte,Flexitrichum,gracile,Flexitrichaceae,dtol_family_representative,yes,
Bryophyte,Fontinalis,antipyretica,Fontinalaceae,dtol_family_representative,yes,yes
Bryophyte,Fontinalis,squamosa,Fontinalaceae,dtol_family_representative,yes,
Bryophyte,Fontinalis,antipyretica,Fontinalaceae,dtol,,
Bryophyte,Fossombronia,pusilla,Fossombroniaceae,dtol_family_representative,yes,
Bryophyte,Fossombronia,wondraczekii,Fossombroniaceae,dtol_family_representative,yes,
Bryophyte,Fossombronia,angulosa,Fossombroniaceae,dtol,,
