plant_group,genus,species,family,status,priority,collected by feb 2021
Flowering plants,Sabulina,verna,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,apetala,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,filicaulis,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,maritima,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,nivalis,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,nodosa,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,procumbens,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,saginoides,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Sagina,subulata,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Saponaria,officinalis,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Scleranthus,annuus,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,acaulis,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,conica,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,dioica,Caryophyllaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Silene,flos-cuculi,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,gallica,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,latifolia,Caryophyllaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Silene,noctiflora,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,nutans,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,otites,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,suecica,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,uniflora,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,viscaria,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Silene,vulgaris,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Spergularia,marina,Caryophyllaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Spergularia,media,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Spergularia,rubra,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Spergularia,rupicola,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,alsine,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,aquatica,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,graminea,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,holostea,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,media,Caryophyllaceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Stellaria,neglecta,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,nemorum,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,pallida,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Stellaria,palustris,Caryophyllaceae,dtol,,,,,,,,,
Flowering plants,Euonymus,europaeus,Celastraceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Parnassia,palustris,Celastraceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Ceratophyllum,demersum,Ceratophyllaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Ceratophyllum,submersum,Ceratophyllaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Helianthemum,apenninum,Cistaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Helianthemum,nummularium,Cistaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Helianthemum,oelandicum,Cistaceae,dtol,,,,,,,,,
Flowering plants,Tuberaria,guttata,Cistaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Colchicum,autumnale,Colchicaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Calystegia,sepium,Convolvulaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Calystegia,soldanella,Convolvulaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Convolvulus,arvensis,Convolvulaceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Cuscuta,epithymum,Convolvulaceae,dtol,,,,,,,,,
Flowering plants,Cuscuta,europaea,Convolvulaceae,dtol,,,,,,,,,
Flowering plants,Cornus,sanguinea,Cornaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Cornus,sericea,Cornaceae,dtol,,,,,,,,,
Flowering plants,Cornus,suecica,Cornaceae,dtol,,,,,,,,,
Flowering plants,Crassula,aquatica,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Crassula,helmsii,Crassulaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Crassula,tillaea,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Hylotelephium,telephium,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Petrosedum,forsterianum,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Rhodolia,rosea,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Sedum,acre,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Sedum,anglicum,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Sedum,villosum,Crassulaceae,dtol,,,,,,,,,
Flowering plants,Umbilicus,rupestris,Crassulaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Bryonia,dioica,Cucurbitaceae,dtol_family_representative,yes,yes,,,,,,,
Conifers,Juniperus,communis,Cupressaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Blysmus,compressus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Blysmus,rufus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Bolboschoenus,laticarpus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Bolboschoenus,maritimus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,acuta,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,acutiformis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,appropinquata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,aquatilis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,arenaria,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,atrata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,atrofusca,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,bigelowii,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,binervis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,buxbaumii,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,canescens,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,capillaris,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,caryophyllea,Cyperaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Carex,cespitosa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,chordorrhiza,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,davalliana,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,demissa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,depauperata,Cyperaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Carex,diandra,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,digitata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,dioica,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,distans,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,disticha,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,divisa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,divulsa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,echinata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,elata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,elongata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,ericetorum,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,extensa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,filiformis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,flacca,Cyperaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Carex,flava,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,hirta,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,hostiana,Cyperaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Carex,humilis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,lachenalii,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,laevigata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,lasiocarpa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,lepidocarpa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,leporina,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,limosa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,magellanica,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,maritima,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,microglochin,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,montana,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,muricata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,nigra,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,norvegica,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,ornithopoda,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,otrubae,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,pallescens,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,panicea,Cyperaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Carex,paniculata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,pauciflora,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,pendula,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,pilulifera,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,pseudocyperus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,pulicaris,Cyperaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Carex,punctata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,rariflora,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,recta,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,remota,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,riparia,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,rostrata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,rupestris,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,salina,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,saxatilis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,simpliciusulca,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,spicata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,strigosa,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,sylvatica,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,trinervis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,vaginata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,vesicaria,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,viridula,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Carex,vulpina,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Cladium,mariscus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Cyperus,fuscus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Cyperus,longus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eleocharis,acicularis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eleocharis,mamillata,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eleocharis,multicaulis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eleocharis,palustris,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eleocharis,parvula,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eleocharis,quinqueflora,Cyperaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Eleocharis,uniglumis,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eleogiton,fluitans,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eriophorum,angustifolium,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eriophorum,gracile,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eriophorum,latifolium,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Eriophorum,vaginatum,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Isolepis,cernua,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Isolepis,setacea,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Rhynchospora,alba,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Rhynchospora,fusca,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Schoenoplectus,lacustris,Cyperaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Schoenoplectus,tabernaemontani,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Schoenoplectus,triqueter,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Schoenus,ferrugineus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Schoenus,nigricans,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Scirpoides,holoschoenus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Scirpus,sylvaticus,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Trichophorum,alpinum,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Trichophorum,cespitosum,Cyperaceae,dtol,,,,,,,,,
Flowering plants,Trichophorum,germanicum,Cyperaceae,dtol,,,,,,,,,
Ferns & fern allies,Cystopteris,alpina,Cystopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Cystopteris,diaphana,Cystopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Cystopteris,dickieana,Cystopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Cystopteris,fragilis,Cystopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Cystopteris,montana,Cystopteridaceae,dtol_family_representative,yes,,,,,,,,
Ferns & fern allies,Gymnocarpium,dryopteris,Cystopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Gymnocarpium,robertianum,Cystopteridaceae,dtol_family_representative,yes,yes,,,,,,,
Ferns & fern allies,Pteridium,aquilinum,Dennstaedtiaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Diapensia,lapponica,Diapensiaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Tamus,communis,Dioscoreaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Dipsacus,fullonum,Dipsacaceae,dtol,,,,,,,,,
Flowering plants,Dipsacus,pilosus,Dipsacaceae,dtol,,,,,,,,,
Flowering plants,Knautia,arvensis,Dipsacaceae,dtol,,,,,,,,,
Flowering plants,Scabiosa,columbaria,Dipsacaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Succisa,pratensis,Dipsacaceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Drosera,anglica,Droseraceae,dtol,,,,,,,,,
Flowering plants,Drosera,intermedia,Droseraceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Drosera,rotundifolia,Droseraceae,dtol_family_representative,yes,,,,,,,,
Ferns & fern allies,Dryopteris,aemula,Dryopteridaceae,dtol_family_representative,yes,yes,,,,,,,
Ferns & fern allies,Dryopteris,affinis,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,carthusiana,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,cristata,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,dilatata,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,expansa,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,filix-mas,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,oreades,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,remota,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Dryopteris,submontana,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Polystichum,aculeatum,Dryopteridaceae,dtol,,,,,,,,,
Ferns & fern allies,Polystichum,lonchitis,Dryopteridaceae,dtol_family_representative,yes,,,,,,,,
Ferns & fern allies,Polystichum,setiferum,Dryopteridaceae,dtol,,,,,,,,,
Flowering plants,Hippophae,rhamnoides,Elaeagnaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Elatine,hexandra,Elatinaceae,dtol,,,,,,,,,
Flowering plants,Elatine,hydropiper,Elatinaceae,dtol,,,,,,,,,
Ferns & fern allies,Equisetum,arvense,Equisetaceae,dtol_family_representative,yes,yes,,,,,,,
Ferns & fern allies,Equisetum,fluviatile,Equisetaceae,dtol,,,,,,,,,
Ferns & fern allies,Equisetum,hyemale,Equisetaceae,dtol_family_representative,yes,yes,,,,,,,
Ferns & fern allies,Equisetum,palustre,Equisetaceae,dtol_other_priority,,yes,,,,,,,
Ferns & fern allies,Equisetum,pratense,Equisetaceae,dtol,,,,,,,,,
Ferns & fern allies,Equisetum,ramosissimum,Equisetaceae,dtol,,,,,,,,,
Ferns & fern allies,Equisetum,sylvaticum,Equisetaceae,dtol,,,,,,,,,
Ferns & fern allies,Equisetum,telmateia,Equisetaceae,dtol_other_priority,,yes,,,,,,,
Ferns & fern allies,Equisetum,variegatum,Equisetaceae,dtol,,,,,,,,,
Flowering plants,Andromeda,polifolia,Ericaceae,dtol,,,,,,,,,
Flowering plants,Arbutus,unedo,Ericaceae,dtol,,,,,,,,,
Flowering plants,Arctostaphylos,alpinus,Ericaceae,dtol,,,,,,,,,
Flowering plants,Arctostaphylos,uva-ursi,Ericaceae,dtol,,,,,,,,,
Flowering plants,Calluna,vulgaris,Ericaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Empetrum,nigrum,Ericaceae,dtol,,,,,,,,,
Flowering plants,Erica,ciliaris,Ericaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Erica,cinerea,Ericaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Erica,tetralix,Ericaceae,dtol,,,,,,,,,
Flowering plants,Erica,vagans,Ericaceae,dtol,,,,,,,,,
Flowering plants,Gaultheria,shallon,Ericaceae,dtol,,,,,,,,,
Flowering plants,Hypopitys,monotropa,Ericaceae,dtol,,,,,,,,,
Flowering plants,Kalmia,procumbens,Ericaceae,dtol,,,,,,,,,
Flowering plants,Moneses,uniflora,Ericaceae,dtol,,,,,,,,,
Flowering plants,Orthilia,secunda,Ericaceae,dtol,,,,,,,,,
Flowering plants,Phyllodoce,caerulea,Ericaceae,dtol,,,,,,,,,
Flowering plants,Pyrola,media,Ericaceae,dtol,,,,,,,,,
Flowering plants,Pyrola,minor,Ericaceae,dtol,,,,,,,,,
Flowering plants,Pyrola,rotundifolia,Ericaceae,dtol,,,,,,,,,
Flowering plants,Rhododendron,ponticum,Ericaceae,dtol,,,,,,,,,
Flowering plants,Vaccinium,microcarpum,Ericaceae,dtol,,,,,,,,,
Flowering plants,Vaccinium,myrtillus,Ericaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Vaccinium,oxycoccos,Ericaceae,dtol,,,,,,,,,
Flowering plants,Vaccinium,uliginosum,Ericaceae,dtol,,,,,,,,,
Flowering plants,Vaccinium,vitis-idaea,Ericaceae,dtol,,,,,,,,,
Flowering plants,Eriocaulon,aquaticum,Eriocaulaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Euphorbia,amygdaloides,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Euphorbia,exigua,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Euphorbia,helioscopia,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Euphorbia,lathyris,Euphorbiaceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Euphorbia,paralias,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Euphorbia,peplis,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Euphorbia,peplus,Euphorbiaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Euphorbia,platyphyllos,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Euphorbia,portlandica,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Euphorbia,stricta,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Mercurialis,annua,Euphorbiaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Mercurialis,perennis,Euphorbiaceae,dtol,,,,,,,,,
Flowering plants,Anthyllis,vulneraria,Fabaceae,dtol,,,,,,,,,
Flowering plants,Astragalus,alpinus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Astragalus,danicus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Astragalus,glycyphyllos,Fabaceae,dtol,,,,,,,,,
Flowering plants,Cytisus,scoparius,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ervilia,hirsuta,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ervilia,sylvatica,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ervum,gracile,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ervum,tetraspermum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Genista,anglica,Fabaceae,dtol,,,,,,,,,
Flowering plants,Genista,pilosa,Fabaceae,dtol,,,,,,,,,
Flowering plants,Genista,tinctoria,Fabaceae,dtol,,,,,,,,,
Flowering plants,Hippocrepis,comosa,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lathyrus,aphaca,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lathyrus,japonicus,Fabaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Lathyrus,linifolius,Fabaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Lathyrus,nissolia,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lathyrus,palustris,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lathyrus,pratensis,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lathyrus,sylvestris,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lotus,angustissimus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lotus,corniculatus,Fabaceae,dtol_other_priority,yes,yes,,,,,,,
Flowering plants,Lotus,pedunculatus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lotus,subbiflorus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lotus,tenuis,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lupinus,arboreus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Lupinus,nootkatensis,Fabaceae,dtol,,,,,,,,,
Flowering plants,Medicago,arabica,Fabaceae,dtol_family_representative,,yes,,,,,,,
Flowering plants,Medicago,lupulina,Fabaceae,dtol,,,,,,,,,
Flowering plants,Medicago,minima,Fabaceae,dtol,,,,,,,,,
Flowering plants,Medicago,polymorpha,Fabaceae,dtol,,,,,,,,,
Flowering plants,Medicago,sativa,Fabaceae,dtol,,,,,,,,,
Flowering plants,Melilotus,altissimus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Onobrychis,viciifolia,Fabaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Ononis,reclinata,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ononis,repens,Fabaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Ononis,spinosa,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ornithopus,perpusillus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ornithopus,pinnatus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Oxytropis,campestris,Fabaceae,dtol,,,,,,,,,
Flowering plants,Oxytropis,halleri,Fabaceae,dtol,,,,,,,,,
Flowering plants,Robinia,pseudoacacia,Fabaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Trifolium,arvense,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,bocconei,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,campestre,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,dubium,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,fragiferum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,glomeratum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,medium,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,micranthum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,occidentale,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,ochroleucon,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,ornithopodioides,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,pratense,Fabaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Trifolium,repens,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,scabrum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,squamosum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,striatum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,strictum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,subterraneum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Trifolium,suffocatum,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ulex,europaeus,Fabaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Ulex,gallii,Fabaceae,dtol,,,,,,,,,
Flowering plants,Ulex,minor,Fabaceae,dtol_other_priority,yes,,,,,,,,
Flowering plants,Vicia,bithynica,Fabaceae,dtol,,,,,,,,,
Flowering plants,Vicia,cracca,Fabaceae,dtol_other_priority,,yes,,,,,,,
Flowering plants,Vicia,lathyroides,Fabaceae,dtol,,,,,,,,,
Flowering plants,Vicia,lutea,Fabaceae,dtol,,,,,,,,,
Flowering plants,Vicia,orobus,Fabaceae,dtol,,,,,,,,,
Flowering plants,Vicia,sativa,Fabaceae,dtol,,,,,,,,,
Flowering plants,Vicia,sepium,Fabaceae,dtol,,,,,,,,,
Flowering plants,Castanea,sativa,Fagaceae,dtol,,,,,,,,,
Flowering plants,Fagus,sylvatica,Fagaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Quercus,cerris,Fagaceae,dtol,,,,,,,,,
Flowering plants,Quercus,ilex,Fagaceae,dtol,,,,,,,,,
Flowering plants,Quercus,petraea,Fagaceae,dtol_family_representative,yes,yes,,,,,,,
Flowering plants,Quercus,robur,Fagaceae,dtol,,,,,,,,,
Flowering plants,Frankenia,laevis,Frankeniaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Blackstonia,perfoliata,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Centaurium,erythraea,Gentianaceae,dtol_family_representative,yes,,,,,,,,
Flowering plants,Centaurium,littorale,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Centaurium,portense,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Centaurium,pulchellum,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Centaurium,tenuiflorum,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Cicendia,filiformis,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Exaculum,pusillum,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Gentiana,nivalis,Gentianaceae,dtol,,,,,,,,,
Flowering plants,Gentiana,pneumonanthe,Gentianaceae,dtol,,,,,,,,,
